session_id,user_id,movie_id,watch_date,watch_duration_minutes,progress_percentage,location_country,rating
058293,03087,0141,2025-01-27,36.2,34.8,USA,
058294,00546,0572,2025-09-05,28.0,20.8,Canada,
058295,06052,0549,2024-04-18,71.1,34.5,Canada,
058296,04247,0375,2024-01-24,116.5,71.8,USA,1
058297,05934,0631,2024-07-11,97.7,29.1,USA,
058298,06762,0632,2025-08-13,,41.6,Canada,
058299,00014,0994,2024-03-08,42.2,95.9,USA,
058300,09594,0162,2025-11-30,66.9,92.5,USA,
058301,02255,0626,2025-02-05,11.7,84.9,USA,
058302,05507,0233,2025-08-20,,34.9,USA,
058303,01099,0138,2024-09-17,56.4,54.9,USA,4
058304,08117,0681,2024-09-21,14.4,,Canada,
058305,03205,0248,2025-11-26,39.7,11.5,Canada,
058306,08623,0206,2025-09-16,70.9,86.5,USA,
058307,00795,0449,2024-05-31,51.7,53.4,Canada,
058308,03967,0015,2025-04-27,,9.7,USA,
058309,08400,0001,2024-04-04,70.1,63.2,USA,5
058310,02512,0573,2025-04-29,21.5,46.8,USA,
058311,08016,0939,2025-09-04,83.8,79.6,USA,
058312,00580,0872,2024-05-27,,62.4,USA,
058313,07136,0322,2024-07-13,25.5,60.4,USA,
058314,02831,0247,2025-03-26,108.7,31.6,USA,
058315,06170,0353,2025-07-03,21.1,39.6,USA,
058316,07932,0070,2024-07-15,124.7,24.5,USA,4
058317,09826,0862,2025-11-13,19.7,57.8,Canada,
058318,04095,0794,2024-08-15,140.1,82.3,USA,
058319,09713,0597,2024-12-17,19.3,70.8,USA,
058320,03482,0632,2024-09-06,88.3,54.4,Canada,
058321,00096,0126,2025-05-07,58.8,3.3,Canada,
058322,03511,0216,2025-06-14,118.3,14.1,USA,3
058323,09724,0906,2025-03-06,59.0,45.2,USA,
058324,04876,0067,2025-03-18,,53.5,Canada,4
058325,05808,0787,2024-01-02,54.4,81.6,USA,
058326,00615,0154,2025-01-05,41.2,64.4,USA,
058327,07205,0234,2024-11-18,37.3,86.6,Canada,
058328,07378,0376,2024-12-18,46.7,74.4,Canada,3
058329,07024,0427,2025-06-09,63.9,91.5,USA,
058330,07935,0415,2025-04-08,15.8,73.5,Canada,
058331,08005,0968,2025-12-10,,12.1,USA,
058332,05563,0918,2025-05-01,64.5,36.4,USA,
058333,09252,0961,2025-05-22,74.0,88.5,USA,
058334,09965,0809,2025-05-02,132.0,,USA,
058335,05635,0120,2024-02-21,71.6,61.1,USA,
058336,09859,0327,2025-12-31,113.9,21.4,USA,4
058337,05340,0897,2025-05-06,,,Canada,
058338,07099,0193,2024-11-07,155.7,93.2,Canada,
058339,07049,0460,2024-11-06,150.3,43.5,USA,
058340,05658,0057,2024-07-25,104.6,48.1,USA,
058341,08714,0476,2025-06-12,176.8,90.4,USA,
058342,00923,0161,2024-08-03,39.7,89.0,USA,4
058343,04205,0428,2024-04-07,106.8,,Canada,
058344,04926,0048,2024-01-14,67.3,21.2,USA,
058345,09397,0129,2025-09-26,20.0,1.1,USA,
058346,06486,0094,2025-01-27,21.5,,Canada,
058347,07825,0870,2025-08-01,18.6,36.7,USA,
058348,09689,0017,2024-10-26,13.7,60.3,USA,
058349,04762,0083,2025-03-25,111.9,79.9,USA,
058350,08521,0429,2025-07-16,126.2,9.5,USA,2
058351,06700,0331,2024-02-25,9.4,50.1,Canada,
058352,05356,0557,2025-10-10,9.3,51.1,USA,
058353,01465,0766,2025-04-19,48.7,32.0,USA,3
058354,02035,0610,2025-03-14,105.6,88.6,USA,
058355,03591,0864,2025-12-27,74.5,15.2,USA,
058356,06840,0439,2025-02-03,,29.1,USA,5
058357,08695,0991,2024-05-22,64.0,74.0,USA,
058358,06508,0180,2024-11-26,26.5,48.7,USA,
058359,08681,0207,2024-11-01,21.1,39.5,USA,
058360,07368,0381,2024-07-17,23.6,12.7,USA,
058361,03838,0901,2025-03-02,59.8,64.8,USA,
058362,01427,0539,2025-08-02,17.2,30.2,USA,4
058363,01600,0615,2024-07-11,121.9,9.2,USA,
058364,01835,0683,2025-11-09,,17.6,USA,
058365,09233,0850,2024-01-30,82.5,52.3,USA,
058366,00039,0228,2024-07-05,,28.4,USA,
058367,02915,0620,2025-03-31,,55.7,USA,
058368,06439,0681,2025-04-08,19.4,83.4,Canada,
058369,08231,0323,2025-04-12,80.9,45.9,USA,
058370,00187,0726,2024-07-04,206.1,86.0,Canada,
058371,08942,0148,2024-05-14,31.7,33.3,USA,
058372,05058,0827,2025-04-19,124.3,70.8,USA,
058373,02832,0218,2024-09-26,96.4,76.2,USA,4
058374,04558,0571,2024-11-08,21.6,10.8,USA,
058375,00669,0408,2024-11-11,56.9,71.9,USA,
058376,05351,0410,2025-11-11,95.1,72.3,USA,
058377,02754,0078,2025-12-14,19.3,69.9,USA,
058378,05370,0626,2025-09-02,46.2,91.6,Canada,
058379,04874,0261,2025-10-29,31.0,24.6,Canada,4
058380,03547,0669,2025-12-28,30.4,37.7,USA,
058381,04749,0154,2025-11-16,,73.0,USA,4
058382,00182,0560,2024-07-12,7.7,28.9,USA,
058383,06146,0288,2025-10-01,17.1,15.1,Canada,
058384,03242,0748,2025-12-29,33.9,52.3,USA,
058385,09169,0829,2024-03-02,153.9,24.5,Canada,
058386,02924,0036,2025-01-02,75.0,15.3,Canada,
058387,01446,0239,2024-10-08,138.2,28.3,USA,
058388,07140,0761,2025-03-02,119.2,11.9,Canada,
058389,01309,0599,2024-09-19,,68.4,USA,
058390,08572,0358,2024-08-14,37.9,70.0,USA,
058391,01856,0296,2025-03-04,9.5,37.3,Canada,
058392,08748,0403,2024-11-29,,26.0,USA,
058393,04668,0387,2024-10-08,139.8,,USA,
058394,09415,0111,2024-07-02,169.5,5.3,Canada,2
058395,00109,0445,2025-03-02,54.5,25.0,Canada,
058396,08257,0272,2025-09-03,132.2,63.0,USA,
058397,06035,0115,2025-10-01,43.5,88.7,Canada,
058398,07853,0188,2024-05-03,32.3,76.7,Canada,
058399,09625,0395,2024-02-14,144.2,49.9,USA,
058400,05721,0033,2025-07-23,124.4,82.6,USA,
058401,03928,0874,2024-09-22,40.5,9.8,USA,2
058402,02498,0840,2024-06-27,97.6,60.3,USA,
058403,02977,0904,2025-12-07,37.8,70.5,USA,
058404,00741,0967,2024-07-28,40.8,43.4,USA,
058405,00471,0912,2024-01-13,48.8,6.2,Canada,
058406,01666,0115,2024-02-06,48.0,64.6,USA,
058407,03991,0445,2025-06-28,44.7,44.2,USA,
058408,08302,0538,2025-08-28,,63.6,USA,
058409,04390,0503,2024-04-09,18.6,3.2,USA,
058410,02263,0528,2024-08-04,18.9,30.0,Canada,
058411,00960,0622,2024-09-10,18.5,50.0,USA,4
058412,01560,0668,2024-02-03,53.7,95.5,Canada,
058413,09309,0695,2024-03-12,24.5,90.9,Canada,
058414,00681,0026,2024-11-28,56.5,68.8,USA,
058415,09244,0103,2024-11-25,112.9,6.1,USA,
058416,03774,0516,2024-02-17,59.3,,USA,
058417,04992,0149,2025-09-16,18.4,12.8,USA,
058418,01951,0989,2024-11-09,,,USA,
058419,04695,0117,2024-05-28,58.5,24.5,Canada,
058420,07058,0884,2024-04-21,62.8,85.1,USA,
058421,04763,0480,2024-01-19,30.5,41.7,USA,
058422,02068,0817,2024-11-14,39.0,80.7,USA,
058423,08149,0114,2025-09-01,111.0,,Canada,
058424,09564,0730,2025-12-20,44.4,69.6,USA,
058425,07357,0082,2024-08-22,19.7,83.0,USA,
058426,06509,0046,2025-12-03,,74.6,USA,
058427,01993,0117,2024-02-27,52.4,97.6,USA,
058428,03232,0771,2024-04-12,140.0,65.2,USA,2
058429,02514,0050,2024-02-06,18.9,85.2,USA,
058430,01862,0699,2025-01-01,7.9,88.6,USA,
058431,05946,0165,2024-05-23,87.0,77.0,Canada,
058432,09414,0194,2024-05-02,41.6,88.3,USA,3
058433,05329,0350,2025-11-25,72.3,,USA,
058434,02314,0602,2025-08-12,,57.9,Canada,
058435,00770,0483,2025-04-17,61.7,14.5,Canada,
058436,07137,0761,2024-12-04,73.2,,USA,
058437,03563,0903,2025-03-24,23.3,58.1,USA,
058438,09625,0556,2025-04-05,52.5,71.2,USA,
058439,01360,0407,2024-07-18,,97.9,USA,
058440,01257,0660,2024-10-12,76.5,70.0,USA,
058441,07884,0154,2025-12-04,41.1,32.2,USA,
058442,08265,0830,2024-10-28,,61.6,USA,
058443,05121,0506,2024-01-09,53.8,21.2,Canada,
058444,09375,0182,2024-02-16,,41.8,Canada,
058445,05629,0177,2025-01-01,107.3,59.1,USA,2
058446,08675,0379,2025-10-20,125.1,49.7,USA,
058447,09432,0481,2025-04-22,31.5,,Canada,
058448,02243,0515,2024-01-03,107.6,46.8,USA,
058449,08595,0725,2024-07-01,24.6,83.8,USA,
058450,06148,0382,2025-08-09,154.0,89.3,Canada,
058451,00765,0006,2025-10-13,15.6,14.8,USA,
058452,07964,0607,2024-03-02,72.4,59.8,USA,
058453,01836,0392,2024-09-09,171.2,40.7,Canada,2
058454,08996,0225,2025-05-06,12.2,70.7,USA,
058455,06069,0961,2025-06-27,28.0,64.4,Canada,
058456,03003,0126,2024-08-26,100.7,48.5,USA,
058457,07127,0426,2025-02-02,,80.6,USA,
058458,02820,0276,2025-07-08,47.7,61.7,USA,
058459,03125,0211,2025-08-04,70.5,83.9,USA,
058460,03196,0705,2024-12-29,169.8,42.4,Canada,
058461,08502,0864,2024-04-02,7.2,32.5,USA,5
058462,06996,0866,2025-12-25,45.9,70.7,Canada,
058463,06842,0311,2025-05-01,16.3,98.5,USA,
058464,06157,0881,2024-11-10,13.6,15.8,USA,
058465,02257,0276,2025-11-21,,78.7,USA,
058466,00435,0703,2024-09-07,,32.2,USA,
058467,08079,0312,2024-10-31,32.1,31.6,USA,
058468,06020,0563,2024-02-15,2.9,55.4,USA,
058469,00850,0763,2024-08-04,51.7,16.7,USA,
058470,08299,0371,2025-09-13,10.7,4.4,Canada,
058471,02672,0614,2025-07-02,20.1,,USA,
058472,08312,0360,2024-10-15,150.0,41.1,Canada,3
058473,06211,0604,2025-05-10,57.2,75.6,USA,
058474,08145,0945,2025-07-22,94.8,25.5,USA,1
058475,05817,0648,2024-07-22,90.8,39.0,Canada,
058476,05789,0162,2024-10-21,,93.4,USA,
058477,02162,0874,2024-08-26,182.7,68.7,USA,
058478,03717,0659,2024-04-22,261.1,,USA,
058479,08952,0265,2024-05-25,6.2,17.1,USA,1
058480,01647,0973,2024-11-07,108.4,24.9,Canada,
058481,08424,0066,2024-12-03,,62.1,USA,
058482,09787,0768,2024-01-21,40.8,,USA,
058483,00562,0546,2025-03-20,14.2,84.3,USA,
058484,06460,0769,2025-06-21,8.8,70.8,Canada,
058485,01807,0095,2024-10-18,,45.5,USA,
058486,00876,0066,2025-03-10,24.8,60.9,Canada,
058487,06515,0278,2024-11-05,123.5,70.8,Canada,
058488,09831,0200,2025-11-30,56.8,30.7,USA,
058489,09185,0229,2024-11-11,8.2,94.9,USA,
058490,03736,0228,2024-08-05,212.5,6.6,Canada,
058491,09749,0491,2024-04-01,90.6,7.4,USA,3
058492,04354,0500,2024-02-03,41.5,87.2,Canada,4
058493,02477,0687,2024-06-01,69.8,31.7,USA,
058494,07762,0259,2025-01-03,58.2,16.6,USA,
058495,00677,0035,2025-12-12,65.2,18.8,Canada,
058496,06807,0459,2025-08-03,85.2,,USA,
058497,03757,0932,2024-06-04,82.9,3.1,USA,
058498,08617,0245,2024-06-10,,65.4,Canada,
058499,01601,0152,2025-10-27,14.2,,Canada,3
058500,05882,0778,2025-10-29,24.1,83.0,USA,
058501,01341,0839,2024-08-15,46.2,69.7,Canada,
058502,08822,0149,2025-12-31,43.3,61.5,USA,
058503,03009,0570,2024-12-02,177.2,9.8,USA,
058504,02066,0813,2025-05-21,,3.3,USA,3
058505,07935,0196,2024-06-28,,10.7,USA,
058506,00168,0727,2025-01-06,24.7,37.8,USA,
058507,08209,0464,2024-01-14,,42.5,USA,
058508,07053,0139,2024-12-06,76.2,43.7,USA,4
058509,01546,0402,2024-09-12,,5.9,Canada,
058510,01531,0503,2025-08-30,86.6,27.4,USA,
058511,03814,0912,2024-10-05,,38.5,USA,
058512,01498,0207,2025-11-09,12.7,18.5,Canada,4
058513,00543,0696,2024-03-12,,82.1,Canada,
058514,08919,0065,2025-12-23,145.1,43.7,USA,4
058515,00379,0832,2025-12-09,27.5,46.5,USA,3
058516,04436,0782,2025-01-03,56.0,5.0,USA,
058517,04303,0436,2024-12-05,57.0,12.4,Canada,
058518,06283,0728,2024-10-01,14.0,16.9,Canada,
058519,09038,0039,2024-08-11,25.5,,USA,
058520,03853,0093,2025-10-26,9.0,23.3,USA,
058521,04822,0398,2024-09-24,13.8,25.4,USA,
058522,00674,0772,2025-07-24,54.4,43.3,USA,
058523,03521,0520,2024-07-21,,98.0,USA,
058524,06347,0187,2024-11-28,74.3,19.8,Canada,
058525,02058,0078,2025-03-26,54.2,6.2,Canada,
058526,05196,0115,2025-10-14,61.7,68.8,USA,
058527,05866,0851,2024-12-06,,42.4,Canada,
058528,00738,0337,2025-03-27,6.1,12.4,USA,
058529,06148,0353,2024-11-15,,67.6,USA,
058530,09917,0929,2025-07-16,59.4,0.3,USA,
058531,02654,0735,2025-09-15,159.3,63.3,USA,
058532,09254,0476,2025-02-16,,69.1,USA,
058533,09511,0816,2025-09-06,15.8,81.0,Canada,4
058534,07257,0666,2025-06-24,40.8,39.0,USA,2
058535,09022,0048,2024-09-25,,43.5,USA,3
058536,06750,0245,2025-10-30,82.2,7.4,USA,
058537,05107,0687,2025-05-02,,30.7,USA,
058538,02148,0954,2024-10-25,12.8,81.9,Canada,
058539,07427,0388,2024-10-29,80.8,27.6,USA,
058540,01303,0301,2025-07-14,,61.0,USA,
058541,03076,0236,2024-05-04,121.1,51.7,USA,
058542,06734,0861,2024-08-30,151.6,53.8,USA,
058543,04806,0470,2025-01-09,28.6,45.5,USA,
058544,01701,0147,2025-11-02,16.6,79.9,USA,
058545,07687,0660,2025-02-15,18.9,62.3,Canada,
058546,01025,0736,2025-06-27,118.1,53.0,USA,
058547,08792,0950,2025-03-21,76.7,89.8,USA,
058548,01442,0190,2024-03-26,57.4,14.9,USA,
058549,07348,0819,2025-10-19,,16.7,USA,2
058550,00646,0650,2025-03-30,47.0,27.9,Canada,
058551,07620,0875,2024-02-03,125.0,83.9,USA,
058552,01992,0670,2024-01-18,37.3,90.6,USA,
058553,05839,0678,2024-03-23,62.3,39.5,Canada,
058554,03373,0290,2024-11-07,37.4,10.2,USA,
058555,04748,0330,2025-02-02,79.3,78.6,USA,
058556,01647,0752,2024-06-30,10.8,70.1,Canada,3
058557,03142,0667,2024-06-09,50.5,63.5,USA,
058558,07029,0532,2025-03-24,20.4,43.2,Canada,3
058559,04320,0784,2024-02-03,74.0,25.0,Canada,
058560,01755,0159,2024-04-26,38.2,23.9,USA,
058561,00751,0187,2025-06-16,,85.5,USA,
058562,00843,0166,2025-06-22,64.2,86.4,USA,
058563,03415,0564,2024-08-20,65.2,12.1,USA,
058564,07959,0450,2025-08-14,56.3,26.7,USA,
058565,03511,0837,2024-11-30,73.5,69.4,Canada,
058566,02304,0545,2024-01-10,,72.6,USA,
058567,01506,0553,2024-05-04,14.2,89.5,USA,
058568,01428,0209,2025-05-08,13.8,51.1,USA,
058569,03855,0743,2024-04-20,140.7,90.8,USA,
058570,04072,0554,2025-07-14,78.7,24.8,USA,
058571,02375,0837,2025-02-27,55.0,33.5,USA,
058572,05610,0067,2024-11-12,78.2,60.2,Canada,2
058573,03806,0108,2024-03-11,48.7,12.9,USA,
058574,03936,0094,2025-10-06,183.5,21.3,Canada,
058575,01384,0771,2025-03-28,38.0,53.2,USA,
058576,03277,0161,2025-12-13,8.5,43.5,USA,3
058577,00280,0294,2024-12-05,72.0,21.1,Canada,
058578,05175,0085,2024-10-04,43.6,80.8,Canada,2
058579,03979,0810,2025-08-25,36.0,69.2,USA,
058580,02271,0785,2024-07-13,,36.6,USA,
058581,06862,0248,2025-01-03,101.1,73.5,Canada,
058582,00684,0940,2025-09-22,92.9,49.1,Canada,
058583,00602,0550,2025-02-15,24.0,7.8,USA,
058584,02044,0888,2025-04-28,54.8,13.6,USA,
058585,01533,0081,2025-10-06,98.9,49.3,Canada,
058586,00961,0612,2024-07-04,108.1,10.3,USA,
058587,03078,0041,2024-07-22,171.8,21.7,Canada,
058588,00507,0296,2025-10-31,25.0,87.1,Canada,
058589,09387,0006,2024-01-02,39.9,35.7,USA,3
058590,09067,0165,2024-11-22,61.3,23.3,USA,
058591,02316,0699,2025-04-23,43.3,16.4,USA,2
058592,02804,0482,2024-11-20,,53.9,USA,
058593,05300,0049,2025-10-26,24.9,38.1,USA,
058594,05150,0186,2025-09-13,165.6,70.4,USA,
058595,03191,0527,2025-08-15,6.5,40.0,Canada,4
058596,03789,0552,2025-07-22,,61.5,Canada,
058597,00734,0035,2024-10-09,83.3,82.7,Canada,
058598,04556,0948,2025-03-02,41.3,14.2,Canada,
058599,01662,0456,2025-06-17,4.6,91.9,Canada,
058600,04554,0451,2024-06-23,70.9,6.6,USA,1
058601,04663,0499,2025-04-24,43.5,94.5,USA,
058602,04135,0383,2025-09-22,30.3,61.7,Canada,
058603,00970,0215,2025-05-22,131.3,95.2,USA,
058604,00262,0069,2025-05-04,17.3,76.4,USA,
058605,04280,0555,2024-07-29,39.7,81.2,Canada,
058606,04616,0902,2025-06-29,13.6,25.0,USA,
058607,03600,0792,2025-11-19,91.9,59.1,USA,
058608,03960,0812,2025-06-23,5.3,48.3,USA,
058609,00386,0342,2024-04-08,21.0,27.4,USA,
058610,01035,0395,2025-10-15,43.7,2.3,Canada,5
058611,01540,0320,2025-12-10,112.3,,Canada,
058612,01807,0161,2025-05-09,59.2,34.0,Canada,
058613,02057,0280,2024-11-20,32.6,19.0,USA,
058614,01601,0216,2025-06-28,106.8,60.0,USA,
058615,03688,0602,2025-03-29,118.1,26.7,USA,1
058616,04791,0893,2024-01-23,,7.4,Canada,
058617,00801,0311,2024-11-16,3.7,4.2,USA,
058618,02070,0986,2025-10-31,34.3,33.4,USA,
058619,07210,0705,2024-10-02,26.2,25.8,Canada,
058620,01486,0679,2024-07-07,630.8,51.1,USA,5
058621,04174,0483,2025-01-16,57.1,53.2,USA,2
058622,06248,0588,2025-03-24,57.8,74.5,USA,
058623,06123,0692,2024-08-31,,65.8,USA,
058624,04815,0006,2025-12-18,236.9,15.7,Canada,
058625,08531,0821,2024-01-02,77.5,31.9,USA,4
058626,07967,0547,2024-07-28,14.4,9.3,USA,5
058627,08466,0358,2024-09-09,72.5,22.6,USA,
058628,07052,0598,2025-07-25,46.0,33.1,Canada,
058629,07848,0490,2025-01-10,26.5,78.6,USA,
058630,03962,0778,2025-04-10,70.2,52.7,Canada,3
058631,03757,0867,2024-09-01,3.2,,USA,
058632,04529,0345,2025-11-16,8.7,80.2,USA,
058633,08065,0514,2024-08-02,80.1,89.7,USA,4
058634,06754,0520,2024-11-25,68.9,94.4,USA,
058635,06009,0303,2024-09-28,52.8,37.3,USA,
058636,01284,0707,2024-09-20,,31.1,Canada,
058637,04092,0372,2024-12-08,47.1,3.0,USA,
058638,02222,0287,2025-05-27,16.7,98.5,USA,
058639,09940,0096,2024-03-30,54.1,48.5,USA,
058640,07122,0837,2025-07-15,129.1,,USA,
058641,03513,0061,2025-12-23,44.7,6.1,USA,
058642,06416,0437,2025-05-11,,38.1,USA,
058643,05769,0001,2024-11-08,5.1,75.9,USA,
058644,02643,0237,2024-11-13,95.2,76.6,USA,
058645,08070,0788,2025-02-23,46.2,71.8,USA,
058646,00556,0256,2024-08-28,55.4,7.6,USA,3
058647,02255,0450,2025-06-16,48.9,38.6,USA,2
058648,01141,0637,2025-01-30,227.2,31.2,USA,4
058649,06149,0136,2025-04-19,,62.5,USA,
058650,07963,0958,2025-02-03,,2.6,USA,
058651,05746,0998,2025-10-08,35.0,54.7,Canada,
058652,01786,0472,2025-09-24,27.1,86.8,USA,
058653,07593,0947,2024-06-21,,24.0,Canada,
058654,06132,0616,2025-07-02,18.7,80.1,USA,5
058655,09306,0718,2025-09-08,,37.5,Canada,
058656,03100,0552,2024-05-26,3.7,81.7,USA,
058657,03616,0318,2025-10-12,,28.5,USA,
058658,01241,0857,2024-08-30,149.0,42.6,USA,
058659,08263,0785,2025-12-06,49.3,40.0,USA,
058660,07932,0029,2025-07-29,,18.5,Canada,
058661,02869,0804,2025-11-20,62.0,80.0,USA,
058662,01545,0265,2024-08-12,,44.1,USA,4
058663,05090,0129,2024-07-07,10.8,1.6,Canada,
058664,02371,0558,2025-07-27,66.2,33.1,USA,
058665,08101,0807,2025-11-12,13.7,49.9,Canada,
058666,09372,0964,2024-06-16,27.1,38.1,USA,
058667,06358,0345,2024-02-25,27.7,45.6,USA,3
058668,01107,0604,2024-05-01,58.7,84.5,USA,
058669,04709,0689,2024-01-29,23.2,25.5,USA,
058670,07178,0072,2024-12-11,89.8,35.2,USA,
058671,05968,0113,2025-08-08,,73.2,USA,
058672,00281,0774,2025-10-27,75.0,76.3,USA,
058673,09908,0370,2025-12-25,41.1,16.5,Canada,
058674,09306,0219,2025-09-25,73.8,13.4,Canada,
058675,04405,0553,2024-04-22,18.1,19.7,USA,
058676,03022,0430,2024-01-05,81.8,74.0,Canada,
058677,03071,0941,2025-06-13,35.0,,Canada,
058678,09721,0454,2024-10-13,,71.0,USA,
058679,01131,0114,2025-04-18,,,USA,
058680,06299,0009,2024-12-16,6.5,6.9,USA,
058681,08024,0230,2024-05-19,39.6,33.7,USA,
058682,07617,0956,2024-01-01,76.2,97.0,USA,
058683,06740,0808,2024-11-18,75.7,21.1,USA,
058684,07244,0069,2024-05-18,107.8,93.5,Canada,
058685,06085,0411,2024-08-08,42.9,85.6,USA,
058686,07505,0936,2025-05-30,56.0,16.9,USA,
058687,01930,0233,2024-08-19,27.5,70.2,USA,
058688,07128,0769,2024-11-19,91.9,27.6,USA,
058689,08885,0979,2024-01-24,86.4,74.7,Canada,
058690,00714,0831,2024-08-26,5.4,48.2,USA,5
058691,04726,0120,2025-05-25,58.5,43.8,Canada,
058692,06545,0432,2025-01-27,33.7,56.4,USA,
058693,09922,0036,2025-03-31,195.1,33.7,Canada,3
058694,01828,0628,2025-05-20,2.9,7.7,USA,
058695,09714,0728,2024-11-13,68.1,57.0,USA,
058696,07784,0686,2024-12-29,26.7,21.2,USA,
058697,06318,0513,2024-08-11,59.0,,USA,
058698,08493,0707,2024-09-18,21.5,13.0,Canada,
058699,04093,0088,2024-06-26,75.2,96.3,USA,
058700,06247,0857,2025-06-18,14.1,17.5,Canada,5
058701,07332,0871,2025-03-18,43.0,63.7,USA,
058702,01029,0974,2024-05-11,106.8,83.4,Canada,
058703,03919,0609,2024-05-25,11.4,30.9,Canada,
058704,05721,0088,2025-12-23,65.9,86.5,USA,
058705,01711,0602,2024-08-05,67.2,37.0,USA,
058706,07329,0971,2025-04-29,,8.5,USA,
058707,04193,0381,2025-12-24,41.6,47.5,USA,
058708,06822,0643,2024-03-31,21.5,96.0,USA,
058709,09352,0383,2025-04-14,25.7,13.5,USA,
058710,00388,0788,2025-07-30,34.0,,USA,
058711,01904,0748,2024-11-04,125.9,13.6,USA,
058712,04260,0713,2024-09-29,91.2,19.8,USA,
058713,09631,0312,2025-12-27,64.7,,USA,
058714,04777,0110,2024-05-13,50.6,1.0,Canada,2
058715,01002,0361,2024-06-24,36.4,1.1,USA,
058716,01160,0916,2025-07-30,11.4,93.7,USA,
058717,04254,0187,2025-08-13,27.0,0.3,USA,
058718,06542,0008,2024-08-19,60.7,94.1,USA,
058719,09005,0188,2024-08-13,41.5,50.7,USA,
058720,09582,0020,2024-10-18,50.0,10.7,Canada,
058721,05422,0721,2025-12-18,15.4,,USA,
058722,02397,0868,2024-09-05,57.3,,USA,1
058723,01348,0395,2025-10-30,7.1,44.4,USA,3
058724,01538,0481,2024-12-13,43.4,13.3,USA,4
058725,01487,0878,2024-02-14,118.5,64.9,Canada,
058726,01783,0013,2024-02-29,69.5,59.3,Canada,
058727,02549,0070,2024-07-02,129.1,7.9,USA,
058728,01751,0514,2024-10-01,20.7,42.5,USA,
058729,06886,0361,2024-07-02,87.1,88.1,USA,
058730,05874,0360,2024-02-06,,16.9,Canada,
058731,02236,0623,2024-12-31,126.3,,Canada,
058732,06273,0662,2024-11-20,50.1,70.2,USA,
058733,03565,0302,2024-09-04,58.6,32.3,Canada,
058734,06241,0281,2025-01-10,139.4,25.0,Canada,4
058735,05015,0420,2025-08-10,38.1,99.9,USA,
058736,02225,0558,2025-12-11,45.8,,USA,
058737,07152,0894,2025-02-10,41.7,90.6,Canada,
058738,04725,0888,2025-07-20,42.7,58.4,Canada,
058739,00970,0099,2024-08-10,118.1,76.5,USA,1
058740,08128,0089,2024-06-15,76.2,67.1,USA,
058741,08465,0908,2025-03-27,120.7,5.1,USA,
058742,06543,0597,2024-01-02,,88.9,Canada,
058743,09779,0390,2024-03-25,74.8,72.1,Canada,
058744,02825,0862,2024-03-07,23.0,90.3,USA,3
058745,03519,0790,2025-06-14,,81.9,USA,
058746,04021,0721,2025-01-19,62.1,,USA,
058747,04957,0085,2024-05-31,,79.1,USA,
058748,07978,0779,2025-11-02,25.0,99.5,USA,
058749,08821,0335,2024-11-10,153.5,31.8,USA,
058750,04346,0654,2025-12-31,9.2,88.7,Canada,
058751,04608,0665,2024-04-18,83.6,81.3,USA,
058752,00345,0462,2024-09-15,50.4,28.8,USA,
058753,04643,0776,2024-03-29,28.0,36.1,Canada,
058754,08748,0889,2025-09-16,24.0,,USA,
058755,05083,0574,2025-09-09,23.8,72.6,USA,3
058756,04011,0065,2024-02-03,99.4,18.9,USA,
058757,02920,0195,2024-05-09,21.1,53.4,USA,
058758,00460,0432,2024-03-22,22.6,15.1,USA,
058759,05227,0082,2025-09-13,86.2,,USA,3
058760,02789,0023,2025-03-11,14.5,52.2,USA,
058761,02812,0374,2024-07-26,,77.0,USA,
058762,03116,0834,2025-12-29,,57.3,USA,
058763,08102,0756,2025-11-10,131.8,52.6,USA,
058764,05545,0736,2025-07-20,145.7,62.0,USA,
058765,08252,0824,2025-10-05,62.0,62.3,USA,
058766,09987,0198,2025-05-29,46.3,44.0,USA,
058767,04445,0596,2024-10-21,52.3,50.0,USA,
058768,06542,0198,2025-05-06,84.3,72.9,USA,
058769,01965,0901,2025-05-23,205.1,51.2,USA,
058770,04770,0593,2024-03-06,36.6,32.0,USA,
058771,09686,0332,2024-06-27,19.9,72.0,USA,
058772,02597,0352,2025-12-07,54.7,83.1,USA,
058773,04234,0477,2025-02-05,22.0,9.1,USA,2
058774,02666,0495,2024-03-07,18.1,42.0,USA,5
058775,07281,0261,2024-12-29,89.5,93.8,USA,
058776,02457,0520,2025-10-04,60.5,,USA,
058777,02413,0227,2024-06-01,87.2,68.1,USA,4
058778,07863,0527,2024-07-18,,61.1,USA,
058779,05392,0509,2025-04-30,101.0,10.2,Canada,
058780,08024,0078,2025-09-27,91.2,41.0,Canada,
058781,04341,0119,2025-04-24,64.9,38.1,Canada,
058782,09996,0176,2024-08-06,84.2,9.3,USA,
058783,07267,0152,2025-06-01,485.3,29.8,Canada,
058784,06715,0044,2025-06-22,58.7,11.0,USA,5
058785,09289,0870,2025-01-22,78.3,85.0,USA,
058786,06768,0692,2025-01-28,,38.5,USA,4
058787,07456,0858,2025-03-23,59.3,70.6,Canada,
058788,07097,0603,2025-10-21,63.7,71.5,Canada,
058789,08403,0762,2024-09-29,52.0,67.4,USA,
058790,00534,0833,2024-11-23,39.2,6.9,USA,
058791,09133,0010,2025-04-27,78.3,3.4,USA,
058792,09458,0081,2024-05-04,21.6,38.2,USA,
058793,00012,0254,2025-10-01,55.8,3.9,USA,
